filename,class_name,threshold,pred_area,iou,dice,precision,recall,f1,pixel_accuracy,specificity,tp,fp,fn,tn
to_label_339.jpg,ALGAL_LEAF_SPOT,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_36.jpg,ALGAL_LEAF_SPOT,0.1,0.06698421556122448,0.14097258147591898,0.24710949897422105,0.16215412079255717,0.5190476189981859,0.24710946269310052,0.9338129783144654,0.94267801164161,545,2816,505,46310
to_label_36.jpg,ALGAL_LEAF_SPOT,0.2,0.05014349489795918,0.15255332901898666,0.26472237800715864,0.18759936406249605,0.4495238094809977,0.2647223364501028,0.9477439413246418,0.9583927044722583,472,2044,578,47082
to_label_36.jpg,ALGAL_LEAF_SPOT,0.3,0.04007892219387755,0.15465861938307587,0.2678863116541037,0.20387866731954854,0.3904761904390022,0.26788626657358006,0.9553372130083001,0.9674103326121251,410,1601,640,47525
to_label_36.jpg,ALGAL_LEAF_SPOT,0.4,0.03284438775510204,0.1524989320737933,0.2646404744156916,0.2166262135790882,0.33999999996761904,0.2646404268622314,0.9604591836715551,0.973720636728059,357,1291,693,47835
to_label_36.jpg,ALGAL_LEAF_SPOT,0.5,0.025988520408163265,0.13884857280411958,0.2438402718672965,0.22009202452299906,0.2733333333073016,0.24384022243908404,0.9645248724470573,0.9792981313337554,287,1017,763,48109
to_label_36.jpg,ALGAL_LEAF_SPOT,0.6,0.02028858418367347,0.12513601740342023,0.22243713731999823,0.22593320233537004,0.21904761902675735,0.22243708732122536,0.9679528061205198,0.983959614051655,230,788,820,48338
to_label_36.jpg,ALGAL_LEAF_SPOT,0.7,0.013592155612244899,0.10954516334980492,0.19745958428421134,0.25073313779314765,0.16285714284163263,0.1974595365300213,0.9722975127531642,0.9895981761165379,171,511,879,48615
to_label_36.jpg,ALGAL_LEAF_SPOT,0.8,0.002311862244897959,0.04950495049059361,0.09433962263341855,0.47413793062574316,0.05238095237596371,0.09433960470771678,0.978954081630702,0.9987582949945064,55,61,995,49065
to_label_36.jpg,ALGAL_LEAF_SPOT,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9790736607123344,0.9999999999979644,0,0,1050,49126
to_label_361.jpg,ALGAL_LEAF_SPOT,0.1,0.24940210459183673,0.020026597825079977,0.03926681493949485,0.02045708806120779,0.48761904752616786,0.03926680721066555,0.7503388073964637,0.753116754948031,256,12258,269,37393
to_label_361.jpg,ALGAL_LEAF_SPOT,0.2,0.21609933035714285,0.02010050251238244,0.039408866994727225,0.020658489347775904,0.42666666658539687,0.039408858184489665,0.7823660714270122,0.7861271676284745,224,10619,301,39032
to_label_361.jpg,ALGAL_LEAF_SPOT,0.3,0.19820232780612246,0.021862190122761443,0.04278892072547479,0.022523881347184273,0.42666666658539687,0.04278891119928438,0.8002630739779969,0.8042134095973813,224,9721,301,39930
to_label_361.jpg,ALGAL_LEAF_SPOT,0.4,0.18331473214285715,0.023581429623922713,0.046076313894414515,0.024353120243266434,0.42666666658539687,0.046076303677913516,0.8151506696412325,0.8192584237964607,224,8974,301,40677
to_label_361.jpg,ALGAL_LEAF_SPOT,0.5,0.1702606823979592,0.024864376129917896,0.04852227613532727,0.025752077724151324,0.41904761896780046,0.04852226522600209,0.8280452806105946,0.8323699421948554,220,8323,305,41328
